State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions,Broad Condition Group
Louisiana,Sepsis,Sepsis,1,20,20,0
Louisiana,Sepsis,Sepsis,2,53,53,0
Louisiana,Sepsis,Sepsis,3,124,124,0
Louisiana,Sepsis,Sepsis,4,291,291,0
Louisiana,Sepsis,Sepsis,5,447,447,0
Louisiana,Sepsis,Sepsis,6,407,407,0
Louisiana,Sepsis,Sepsis,7,246,246,0
Louisiana,Malignant neoplasms,Malignant neoplasms,2,15,16,0
Louisiana,Malignant neoplasms,Malignant neoplasms,3,40,52,0
Louisiana,Malignant neoplasms,Malignant neoplasms,4,145,159,0
Louisiana,Malignant neoplasms,Malignant neoplasms,5,268,289,0
Louisiana,Malignant neoplasms,Malignant neoplasms,6,266,291,0
Louisiana,Malignant neoplasms,Malignant neoplasms,7,160,166,0
Louisiana,Diabetes,Diabetes,1,18,18,0
Louisiana,Diabetes,Diabetes,2,70,72,0
Louisiana,Diabetes,Diabetes,3,253,257,0
Louisiana,Diabetes,Diabetes,4,444,448,0
Louisiana,Diabetes,Diabetes,5,729,733,0
Louisiana,Diabetes,Diabetes,6,680,685,0
Louisiana,Diabetes,Diabetes,7,360,361,0
Louisiana,Obesity,Obesity,0,12,12,0
Louisiana,Obesity,Obesity,1,35,35,0
Louisiana,Obesity,Obesity,2,106,106,0
Louisiana,Obesity,Obesity,3,155,155,0
Louisiana,Obesity,Obesity,4,203,203,0
Louisiana,Obesity,Obesity,5,202,202,0
Louisiana,Obesity,Obesity,6,108,108,0
Louisiana,Obesity,Obesity,7,19,19,0
Louisiana,Alzheimer disease,Alzheimer disease,0,0,0,0
Louisiana,Alzheimer disease,Alzheimer disease,1,0,0,0
Louisiana,Alzheimer disease,Alzheimer disease,2,0,0,0
Louisiana,Alzheimer disease,Alzheimer disease,5,35,35,0
Louisiana,Alzheimer disease,Alzheimer disease,6,154,155,0
Louisiana,Alzheimer disease,Alzheimer disease,7,256,257,0
Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,4,27,27,0
Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,5,96,96,0
Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,6,290,292,0
Louisiana,Vascular and unspecified dementia,Vascular and unspecified dementia,7,437,440,0
Louisiana,Renal failure,Renal failure,1,21,23,0
Louisiana,Renal failure,Renal failure,2,39,39,0
Louisiana,Renal failure,Renal failure,3,104,104,0
Louisiana,Renal failure,Renal failure,4,198,207,0
Louisiana,Renal failure,Renal failure,5,361,377,0
Louisiana,Renal failure,Renal failure,6,352,370,0
Louisiana,Renal failure,Renal failure,7,224,236,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0,15,35,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",1,19,52,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,28,72,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,24,52,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,41,79,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,70,128,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,71,135,0
Louisiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,62,129,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),0,58,93,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),1,90,137,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),2,191,272,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),3,403,602,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),4,922,1405,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),5,1548,2312,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),6,1622,2421,0
Louisiana,All other conditions and causes (residual),All other conditions and causes (residual),7,1296,2019,0
Louisiana,COVID-19,COVID-19,0,109,109,0
Louisiana,COVID-19,COVID-19,1,230,230,0
Louisiana,COVID-19,COVID-19,2,568,568,0
Louisiana,COVID-19,COVID-19,3,1250,1250,0
Louisiana,COVID-19,COVID-19,4,2780,2780,0
Louisiana,COVID-19,COVID-19,5,4355,4355,0
Louisiana,COVID-19,COVID-19,6,4640,4640,0
Louisiana,COVID-19,COVID-19,7,3638,3638,0
Maine,Respiratory diseases,Influenza and pneumonia,2,16,20,2
Maine,Respiratory diseases,Influenza and pneumonia,3,36,38,2
Maine,Respiratory diseases,Influenza and pneumonia,4,101,105,2
Maine,Respiratory diseases,Influenza and pneumonia,5,204,209,2
Maine,Respiratory diseases,Influenza and pneumonia,6,238,245,2
Maine,Respiratory diseases,Influenza and pneumonia,7,194,202,2
Maine,Respiratory diseases,Chronic lower respiratory diseases,0,0,0,2
Maine,Respiratory diseases,Chronic lower respiratory diseases,4,31,31,2
Maine,Respiratory diseases,Chronic lower respiratory diseases,5,90,91,2
Maine,Respiratory diseases,Chronic lower respiratory diseases,6,116,118,2
Maine,Respiratory diseases,Chronic lower respiratory diseases,7,91,92,2
Maine,Respiratory diseases,Adult respiratory distress syndrome,0,0,0,2
Maine,Respiratory diseases,Adult respiratory distress syndrome,3,15,15,2
Maine,Respiratory diseases,Adult respiratory distress syndrome,4,52,52,2
Maine,Respiratory diseases,Adult respiratory distress syndrome,5,61,61,2
Maine,Respiratory diseases,Adult respiratory distress syndrome,6,45,45,2
Maine,Respiratory diseases,Adult respiratory distress syndrome,7,17,17,2
Maine,Respiratory diseases,Respiratory failure,3,16,17,2
Maine,Respiratory diseases,Respiratory failure,4,46,48,2
Maine,Respiratory diseases,Respiratory failure,5,77,87,2
Maine,Respiratory diseases,Respiratory failure,6,115,128,2
Maine,Respiratory diseases,Respiratory failure,7,100,108,2
Maine,Respiratory diseases,Respiratory arrest,0,0,0,2
Maine,Respiratory diseases,Respiratory arrest,1,0,0,2
Maine,Respiratory diseases,Respiratory arrest,2,0,0,2
Maine,Respiratory diseases,Respiratory arrest,3,0,0,2
Maine,Respiratory diseases,Respiratory arrest,6,12,12,2
Maine,Respiratory diseases,Other diseases of the respiratory system,4,20,20,2
Maine,Respiratory diseases,Other diseases of the respiratory system,5,38,42,2
Maine,Respiratory diseases,Other diseases of the respiratory system,6,38,38,2
Maine,Respiratory diseases,Other diseases of the respiratory system,7,26,27,2
Maine,Circulatory diseases,Hypertensive diseases,0,0,0,1
Maine,Circulatory diseases,Hypertensive diseases,1,0,0,1
Maine,Circulatory diseases,Hypertensive diseases,3,13,13,1
Maine,Circulatory diseases,Hypertensive diseases,4,32,34,1
Maine,Circulatory diseases,Hypertensive diseases,5,65,66,1
Maine,Circulatory diseases,Hypertensive diseases,6,101,104,1
Maine,Circulatory diseases,Hypertensive diseases,7,130,132,1
Maine,Circulatory diseases,Ischemic heart disease,0,0,0,1
Maine,Circulatory diseases,Ischemic heart disease,1,0,0,1
Maine,Circulatory diseases,Ischemic heart disease,4,24,25,1
Maine,Circulatory diseases,Ischemic heart disease,5,52,58,1
Maine,Circulatory diseases,Ischemic heart disease,6,100,108,1
Maine,Circulatory diseases,Ischemic heart disease,7,125,129,1
Maine,Circulatory diseases,Cardiac arrest,0,0,0,1
Maine,Circulatory diseases,Cardiac arrest,1,0,0,1
Maine,Circulatory diseases,Cardiac arrest,2,0,0,1
Maine,Circulatory diseases,Cardiac arrest,4,13,13,1
Maine,Circulatory diseases,Cardiac arrest,5,12,12,1
Maine,Circulatory diseases,Cardiac arrhythmia,1,0,0,1
Maine,Circulatory diseases,Cardiac arrhythmia,2,0,0,1
Maine,Circulatory diseases,Cardiac arrhythmia,4,15,15,1
Maine,Circulatory diseases,Cardiac arrhythmia,5,52,52,1
Maine,Circulatory diseases,Cardiac arrhythmia,6,94,95,1
Maine,Circulatory diseases,Cardiac arrhythmia,7,129,131,1
Maine,Circulatory diseases,Heart failure,0,0,0,1
Maine,Circulatory diseases,Heart failure,1,0,0,1
Maine,Circulatory diseases,Heart failure,4,21,21,1
Maine,Circulatory diseases,Heart failure,5,49,49,1
Maine,Circulatory diseases,Heart failure,6,65,65,1
Maine,Circulatory diseases,Heart failure,7,110,110,1
Maine,Circulatory diseases,Cerebrovascular diseases,0,0,0,1
Maine,Circulatory diseases,Cerebrovascular diseases,2,0,0,1
Maine,Circulatory diseases,Cerebrovascular diseases,4,18,18,1
Maine,Circulatory diseases,Cerebrovascular diseases,5,35,35,1
Maine,Circulatory diseases,Cerebrovascular diseases,6,47,48,1
Maine,Circulatory diseases,Cerebrovascular diseases,7,50,52,1
Maine,Circulatory diseases,Other diseases of the circulatory system,3,11,14,1
Maine,Circulatory diseases,Other diseases of the circulatory system,4,22,26,1
Maine,Circulatory diseases,Other diseases of the circulatory system,5,49,53,1
Maine,Circulatory diseases,Other diseases of the circulatory system,6,64,69,1
Maine,Circulatory diseases,Other diseases of the circulatory system,7,68,73,1
Maine,Sepsis,Sepsis,0,0,0,0
Maine,Sepsis,Sepsis,1,0,0,0
Maine,Sepsis,Sepsis,4,14,14,0
Maine,Sepsis,Sepsis,5,17,17,0
Maine,Sepsis,Sepsis,6,12,12,0
Maine,Malignant neoplasms,Malignant neoplasms,0,0,0,0
Maine,Malignant neoplasms,Malignant neoplasms,1,0,0,0
Maine,Malignant neoplasms,Malignant neoplasms,4,32,37,0
Maine,Malignant neoplasms,Malignant neoplasms,5,67,77,0
Maine,Malignant neoplasms,Malignant neoplasms,6,75,92,0
Maine,Malignant neoplasms,Malignant neoplasms,7,38,43,0
Maine,Diabetes,Diabetes,0,0,0,0
Maine,Diabetes,Diabetes,3,15,16,0
Maine,Diabetes,Diabetes,4,38,38,0
Maine,Diabetes,Diabetes,5,67,67,0
Maine,Diabetes,Diabetes,6,87,87,0
Maine,Diabetes,Diabetes,7,73,73,0
Maine,Obesity,Obesity,4,18,18,0
Maine,Obesity,Obesity,5,13,13,0
Maine,Obesity,Obesity,6,16,16,0
Maine,Alzheimer disease,Alzheimer disease,0,0,0,0
Maine,Alzheimer disease,Alzheimer disease,1,0,0,0
Maine,Alzheimer disease,Alzheimer disease,2,0,0,0
Maine,Alzheimer disease,Alzheimer disease,3,0,0,0
Maine,Alzheimer disease,Alzheimer disease,6,40,40,0
Maine,Alzheimer disease,Alzheimer disease,7,80,80,0
Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,3,0,0,0
Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,5,32,32,0
Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,6,165,165,0
Maine,Vascular and unspecified dementia,Vascular and unspecified dementia,7,303,303,0
Maine,Renal failure,Renal failure,0,0,0,0
Maine,Renal failure,Renal failure,3,16,16,0
Maine,Renal failure,Renal failure,4,35,38,0
Maine,Renal failure,Renal failure,5,51,51,0
Maine,Renal failure,Renal failure,6,75,81,0
Maine,Renal failure,Renal failure,7,56,57,0
Maine,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,17,27,0
Maine,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,24,42,0
Maine,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,18,46,0
Maine,All other conditions and causes (residual),All other conditions and causes (residual),2,22,30,0
Maine,All other conditions and causes (residual),All other conditions and causes (residual),3,55,104,0
Maine,All other conditions and causes (residual),All other conditions and causes (residual),4,154,227,0
Maine,All other conditions and causes (residual),All other conditions and causes (residual),5,261,399,0
Maine,All other conditions and causes (residual),All other conditions and causes (residual),6,364,551,0
Maine,All other conditions and causes (residual),All other conditions and causes (residual),7,306,438,0
Maine,COVID-19,COVID-19,1,17,17,0
Maine,COVID-19,COVID-19,2,56,56,0
Maine,COVID-19,COVID-19,3,132,132,0
Maine,COVID-19,COVID-19,4,366,366,0
Maine,COVID-19,COVID-19,5,645,645,0
Maine,COVID-19,COVID-19,6,937,937,0
Maine,COVID-19,COVID-19,7,1019,1019,0
Maryland,Respiratory diseases,Influenza and pneumonia,0,16,16,2
Maryland,Respiratory diseases,Influenza and pneumonia,1,62,66,2
Maryland,Respiratory diseases,Influenza and pneumonia,2,152,156,2
Maryland,Respiratory diseases,Influenza and pneumonia,3,405,421,2
Maryland,Respiratory diseases,Influenza and pneumonia,4,937,969,2
Maryland,Respiratory diseases,Influenza and pneumonia,5,1472,1517,2
Maryland,Respiratory diseases,Influenza and pneumonia,6,1765,1805,2
Maryland,Respiratory diseases,Influenza and pneumonia,7,1750,1781,2
Maryland,Respiratory diseases,Chronic lower respiratory diseases,1,10,10,2
Maryland,Respiratory diseases,Chronic lower respiratory diseases,2,18,18,2
Maryland,Respiratory diseases,Chronic lower respiratory diseases,3,54,55,2
Maryland,Respiratory diseases,Chronic lower respiratory diseases,4,239,255,2
Maryland,Respiratory diseases,Chronic lower respiratory diseases,5,491,508,2
Maryland,Respiratory diseases,Chronic lower respiratory diseases,6,672,682,2
Maryland,Respiratory diseases,Chronic lower respiratory diseases,7,524,537,2
Maryland,Respiratory diseases,Adult respiratory distress syndrome,1,27,27,2
Maryland,Respiratory diseases,Adult respiratory distress syndrome,2,50,50,2
Maryland,Respiratory diseases,Adult respiratory distress syndrome,3,134,134,2
Maryland,Respiratory diseases,Adult respiratory distress syndrome,4,338,338,2
Maryland,Respiratory diseases,Adult respiratory distress syndrome,5,437,437,2
Maryland,Respiratory diseases,Adult respiratory distress syndrome,6,273,273,2
Maryland,Respiratory diseases,Adult respiratory distress syndrome,7,139,139,2
Maryland,Respiratory diseases,Respiratory failure,0,14,16,2
Maryland,Respiratory diseases,Respiratory failure,1,38,38,2
Maryland,Respiratory diseases,Respiratory failure,2,120,121,2
Maryland,Respiratory diseases,Respiratory failure,3,292,298,2
Maryland,Respiratory diseases,Respiratory failure,4,712,724,2
Maryland,Respiratory diseases,Respiratory failure,5,1141,1181,2
Maryland,Respiratory diseases,Respiratory failure,6,1324,1364,2
Maryland,Respiratory diseases,Respiratory failure,7,1099,1121,2
Maryland,Respiratory diseases,Respiratory arrest,3,13,13,2
Maryland,Respiratory diseases,Respiratory arrest,4,27,27,2
Maryland,Respiratory diseases,Respiratory arrest,5,33,33,2
Maryland,Respiratory diseases,Respiratory arrest,6,21,21,2
Maryland,Respiratory diseases,Respiratory arrest,7,35,35,2
Maryland,Respiratory diseases,Other diseases of the respiratory system,2,18,18,2
Maryland,Respiratory diseases,Other diseases of the respiratory system,3,66,68,2
Maryland,Respiratory diseases,Other diseases of the respiratory system,4,153,164,2
Maryland,Respiratory diseases,Other diseases of the respiratory system,5,235,254,2
Maryland,Respiratory diseases,Other diseases of the respiratory system,6,292,314,2
Maryland,Respiratory diseases,Other diseases of the respiratory system,7,281,289,2
Maryland,Circulatory diseases,Hypertensive diseases,1,23,24,1
Maryland,Circulatory diseases,Hypertensive diseases,2,74,75,1
Maryland,Circulatory diseases,Hypertensive diseases,3,203,204,1
Maryland,Circulatory diseases,Hypertensive diseases,4,575,581,1
Maryland,Circulatory diseases,Hypertensive diseases,5,995,996,1
Maryland,Circulatory diseases,Hypertensive diseases,6,1240,1245,1
Maryland,Circulatory diseases,Hypertensive diseases,7,1497,1512,1
Maryland,Circulatory diseases,Ischemic heart disease,0,0,0,1
Maryland,Circulatory diseases,Ischemic heart disease,3,76,83,1
Maryland,Circulatory diseases,Ischemic heart disease,4,218,241,1
Maryland,Circulatory diseases,Ischemic heart disease,5,508,563,1
Maryland,Circulatory diseases,Ischemic heart disease,6,726,772,1
Maryland,Circulatory diseases,Ischemic heart disease,7,863,910,1
Maryland,Circulatory diseases,Cardiac arrest,1,11,11,1
Maryland,Circulatory diseases,Cardiac arrest,2,24,24,1
Maryland,Circulatory diseases,Cardiac arrest,3,74,75,1
Maryland,Circulatory diseases,Cardiac arrest,4,159,159,1
Maryland,Circulatory diseases,Cardiac arrest,5,200,200,1
Maryland,Circulatory diseases,Cardiac arrest,6,227,227,1
